NO,SAMPLE_ID,식품코드,DB군,상용제품,식품명,연도,지역 / 제조사,채취시기,식품대분류,식품상세분류,1회제공량,내용량_단위,총내용량(g),총내용량(mL),에너지(㎉),수분(g),단백질(g),지방(g),탄수화물(g),총당류(g),자당(g),포도당(g),과당(g),유당(g),맥아당(g),총 식이섬유(g),칼슘(㎎),철(㎎),철(㎍),마그네슘(㎎),인(㎎),칼륨(㎎),나트륨(㎎),아연(㎎),구리(㎎),망간(㎎),셀레늄(㎍),레티놀(㎍),베타카로틴(㎍),비타민 D3(㎍),토코페롤(㎎),토코트리에놀(㎎),비타민 B1(㎎),비타민 B2(㎎),나이아신(㎎),엽산(DFE)(㎍),비타민 B12(㎍),비타민 C(㎎),총 아미노산(㎎),이소류신(㎎),류신(㎎),라이신(㎎),메티오닌(㎎),페닐알라닌(㎎),트레오닌(㎎),발린(㎎),히스티딘(㎎),아르기닌(㎎),티로신(㎎),시스테인(㎎),알라닌(㎎),아스파르트산(㎎),글루탐산(㎎),글리신(㎎),프롤린(㎎),세린(㎎),콜레스테롤(㎎),총 포화 지방산(g),부티르산(4:0)(g),카프로산(6:0)(g),카프릴산(8:0)(g),카프르산(10:0)(g),라우르산(12:0)(g),미리스트산(14:0)(g),팔미트산(16:0)(g),스테아르산(18:0)(g),아라키드산(20:0)(g),미리스톨레산(14:1)(g),팔미톨레산(16:1)(g),올레산(18:1(n-9))(g),박센산(18:1(n-7))(g),가돌레산(20:1)(g),리놀레산(18:2(n-6)c)(g),알파 리놀렌산(18:3(n-3))(g),감마 리놀렌산(18:3(n-6))(g),에이코사디에노산(20:2(n-6))(g),아라키돈산(20:4(n-6))(g),에이코사트리에노산(20:3(n-6))(g),에이코사펜타에노산(20:5(n-3))(g),도코사펜타에노산(22:5(n-3))(g),도코사헥사에노산(22:6(n-3))(g),트랜스 지방산(g),트랜스 올레산(18:1(n-9)t)(g),트랜스 리놀레산(18:2t)(g),트랜스 리놀렌산(18:3t)(g),회분(g),카페인(㎎),성분표출처,발행기관
4367,D014202-ZZ-AVG,D014202,음식,외식,커피빈 드립커피,2019,커피빈,평균,음료 및 차류,커피류,355,mL,-,355,5,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,250,식약처('19),식품의약품안전처
4368,D014203-ZZ-AVG,D014203,음식,외식,콜드 브루,2019,커피빈,평균,음료 및 차류,커피류,355,mL,-,355,5,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,394,식약처('19),식품의약품안전처
4369,D014204-ZZ-AVG,D014204,음식,외식,콜드 브루 라떼,2019,커피빈,평균,음료 및 차류,커피류,355,mL,-,355,100,-,-,-,31,-,-,-,-,-,-,-,-,-,-,-,-,-,85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,158,식약처('19),식품의약품안전처
4370,D014205-ZZ-AVG,D014205,음식,외식,구아바주스,2019,커피빈,평균,음료 및 차류,과일.채소음료류,355,mL,-,355,95,-,-,-,23,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4371,D014206-ZZ-AVG,D014206,음식,외식,파인클렌즈,2019,커피빈,평균,음료 및 차류,과일.채소음료류,355,mL,-,355,88,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4372,D014207-ZZ-AVG,D014207,음식,외식,감귤당근주스,2019,커피빈,평균,음료 및 차류,과일.채소음료류,355,mL,-,355,81,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4373,D014208-ZZ-AVG,D014208,음식,외식,수박주스,2019,커피빈,평균,음료 및 차류,과일.채소음료류,355,mL,-,355,95,-,-,-,23,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4374,D014209-ZZ-AVG,D014209,음식,외식,토마토주스,2019,커피빈,평균,음료 및 차류,과일.채소음료류,355,mL,-,355,65,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4375,D014210-ZZ-AVG,D014210,음식,외식,레드밸런스,2019,커피빈,평균,음료 및 차류,과일.채소음료류,355,mL,-,355,90,-,-,-,23,-,-,-,-,-,-,-,-,-,-,-,-,-,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4376,D014211-ZZ-AVG,D014211,음식,외식,프룻밸런스,2019,커피빈,평균,음료 및 차류,과일.채소음료류,355,mL,-,355,80,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4377,D014212-ZZ-AVG,D014212,음식,외식,그린밸런스,2019,커피빈,평균,음료 및 차류,과일.채소음료류,355,mL,-,355,85,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4378,D014213-ZZ-AVG,D014213,음식,외식,슈퍼밸런스,2019,커피빈,평균,음료 및 차류,과일.채소음료류,355,mL,-,355,100,-,-,-,25,-,-,-,-,-,-,-,-,-,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4379,D014214-ZZ-AVG,D014214,음식,외식,스트로베리 주스,2019,커피빈,평균,음료 및 차류,과일.채소음료류,355,mL,-,355,100,-,-,-,25,-,-,-,-,-,-,-,-,-,-,-,-,-,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4380,D014215-ZZ-AVG,D014215,음식,외식,스파클링 스웨디쉬 레몬,2019,커피빈,평균,음료 및 차류,과일.채소음료류,355,mL,-,355,230,-,-,-,77,-,-,-,-,-,-,-,-,-,-,-,-,-,154,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4381,D014216-ZZ-AVG,D014216,음식,외식,스파클링 망고,2019,커피빈,평균,음료 및 차류,과일.채소음료류,355,mL,-,355,207,-,-,-,52,-,-,-,-,-,-,-,-,-,-,-,-,-,72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4382,D014217-ZZ-AVG,D014217,음식,외식,아이스 더블 초코렛,2019,커피빈,평균,음료 및 차류,기타 음료류,355,mL,-,355,210,-,-,-,33,-,-,-,-,-,-,-,-,-,-,-,-,-,260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,식약처('19),식품의약품안전처
4383,D014218-ZZ-AVG,D014218,음식,외식,핫 더블 초코렛,2019,커피빈,평균,음료 및 차류,기타 음료류,355,mL,-,355,280,-,-,-,48,-,-,-,-,-,-,-,-,-,-,-,-,-,370,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,식약처('19),식품의약품안전처
4384,D014219-ZZ-AVG,D014219,음식,외식,핫 바닐라,2019,커피빈,평균,음료 및 차류,기타 음료류,355,mL,-,355,290,-,-,-,47,-,-,-,-,-,-,-,-,-,-,-,-,-,340,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4385,D014220-ZZ-AVG,D014220,음식,외식,생크림 크루아상,2019,커피빈,평균,빵류,페이스트리류,95,g,95,-,399,-,5,27,34,11,-,-,-,-,-,-,-,-,-,-,-,-,280,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.6,-,-,-,-,0,식약처('19),식품의약품안전처
4386,D014221-ZZ-AVG,D014221,음식,외식,블루베리 초코칩 스콘,2019,커피빈,평균,빵류,기타 빵류,110,g,110,-,485,-,7,21,67,24,-,-,-,-,-,-,-,-,-,-,-,-,490,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.07,-,-,-,-,0,식약처('19),식품의약품안전처
4387,D014222-ZZ-AVG,D014222,음식,외식,초코 후르츠 머핀,2019,커피빈,평균,빵류,케이크류,138,g,138,-,557,-,-,-,20,0,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4388,D014223-ZZ-AVG,D014223,음식,외식,오렌지 머핀,2019,커피빈,평균,빵류,케이크류,138,g,138,-,557,-,9,33,61,34,-,-,-,-,-,-,-,-,-,-,-,-,270,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.86,-,-,-,-,0,식약처('19),식품의약품안전처
4389,D014224-ZZ-AVG,D014224,음식,외식,크로크무슈,2019,커피빈,평균,빵류,샌드위치류,1400,g,1400,-,388,-,18,15,45,3.2,-,-,-,-,-,-,-,-,-,-,-,-,748,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.13,-,-,-,-,0,식약처('19),식품의약품안전처
4390,D014225-ZZ-AVG,D014225,음식,외식,크림 치즈 머핀,2019,커피빈,평균,빵류,케이크류,128,g,128,-,525,-,9,29,68,32,-,-,-,-,-,-,-,-,-,-,-,-,309,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,0,식약처('19),식품의약품안전처
4391,D014226-ZZ-AVG,D014226,음식,외식,플레인 베이글,2019,커피빈,평균,빵류,식빵류,120,g,120,-,315,-,12,1.6,63,8,-,-,-,-,-,-,-,-,-,-,-,-,398,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4392,D014227-ZZ-AVG,D014227,음식,외식,치즈 베이글,2019,커피빈,평균,빵류,식빵류,120,g,120,-,389,-,12,17,47,9,-,-,-,-,-,-,-,-,-,-,-,-,206,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4393,D014228-ZZ-AVG,D014228,음식,외식,쌀 블루베리 베이글,2019,커피빈,평균,빵류,식빵류,120,g,120,-,321,-,13,2,63,11,-,-,-,-,-,-,-,-,-,-,-,-,274,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4394,D014229-ZZ-AVG,D014229,음식,외식,햄 치즈 포카치아,2019,커피빈,평균,빵류,샌드위치류,100,g,100,-,191,-,11,7,21,2,-,-,-,-,-,-,-,-,-,-,-,-,526,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4395,D014230-ZZ-AVG,D014230,음식,외식,햄 치즈 잉글리쉬 머핀,2019,커피빈,평균,빵류,샌드위치류,100,g,100,-,186,-,11,6,22,1,-,-,-,-,-,-,-,-,-,-,-,-,536,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4396,D014231-ZZ-AVG,D014231,음식,외식,떠먹는 레드벨벳,2019,커피빈,평균,빵류,케이크류,110,g,110,-,390,-,5,26,34,22,-,-,-,-,-,-,-,-,-,-,-,-,250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4397,D014232-ZZ-AVG,D014232,음식,외식,떠먹는 티라미수,2019,커피빈,평균,빵류,케이크류,120,g,120,-,341,-,6,25,23,16,-,-,-,-,-,-,-,-,-,-,-,-,200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4398,D014233-ZZ-AVG,D014233,음식,외식,헤이즐넛초코케익,2019,커피빈,평균,빵류,케이크류,205,g,205,-,907,-,16,63,69,58,-,-,-,-,-,-,-,-,-,-,-,-,130,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4399,D014235-ZZ-AVG,D014235,음식,외식,다크초코롤,2019,커피빈,평균,빵류,케이크류,160,g,160,-,541,-,11,29,59,8,-,-,-,-,-,-,-,-,-,-,-,-,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.06,-,-,-,-,0,식약처('19),식품의약품안전처
4400,D014236-ZZ-AVG,D014236,음식,외식,시카고 치즈 케익,2019,커피빈,평균,빵류,케이크류,110,g,110,-,409,-,9,29,28,23,-,-,-,-,-,-,-,-,-,-,-,-,260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.44,-,-,-,-,0,식약처('19),식품의약품안전처
4401,D014237-ZZ-AVG,D014237,음식,외식,초콜릿 무스 케익,2019,커피빈,평균,빵류,케이크류,120,g,120,-,448,-,6,32,34,22,-,-,-,-,-,-,-,-,-,-,-,-,110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.49,-,-,-,-,0,식약처('19),식품의약품안전처
4402,D014238-ZZ-AVG,D014238,음식,외식,까망베르 치즈 타르트,2019,커피빈,평균,빵류,케이크류,85,g,85,-,258,-,6,14,27,14,-,-,-,-,-,-,-,-,-,-,-,-,180,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4,-,-,-,-,0,식약처('19),식품의약품안전처
4403,D014239-ZZ-AVG,D014239,음식,외식,티라미수 큐브,2019,커피빈,평균,빵류,케이크류,160,g,160,-,467,-,6,31,39,28,-,-,-,-,-,-,-,-,-,-,-,-,170,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4404,D014240-ZZ-AVG,D014240,음식,외식,쁘띠 까망베르 치즈 케익,2019,커피빈,평균,빵류,케이크류,300,g,300,-,948,-,16,60,86,52,-,-,-,-,-,-,-,-,-,-,-,-,360,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.99,-,-,-,-,0,식약처('19),식품의약품안전처
4405,D014241-ZZ-AVG,D014241,음식,외식,생크림 카스테라,2019,커피빈,평균,빵류,케이크류,210,g,210,-,700,-,10,44,66,45,-,-,-,-,-,-,-,-,-,-,-,-,260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.59,-,-,-,-,0,식약처('19),식품의약품안전처
4406,D014242-ZZ-AVG,D014242,음식,외식,밀크레이프,2019,커피빈,평균,빵류,케이크류,100,g,100,-,287.96,-,7.88,17.32,25.14,12.35,-,-,-,-,-,-,-,-,-,-,-,-,77.39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.06,-,-,-,-,0,식약처('19),식품의약품안전처
4407,D014243-ZZ-AVG,D014243,음식,외식,티라미수 크레이프,2019,커피빈,평균,빵류,케이크류,100,g,100,-,304.87,-,7.8,19.63,24.25,13.67,-,-,-,-,-,-,-,-,-,-,-,-,89.23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.08,-,-,-,-,0,식약처('19),식품의약품안전처
4408,D014244-ZZ-AVG,D014244,음식,외식,에그 베이컨 브리오쉬,2019,커피빈,평균,빵류,샌드위치류,140,g,140,-,400,-,16,20,39,6,-,-,-,-,-,-,-,-,-,-,-,-,980,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4409,D014245-ZZ-AVG,D014245,음식,외식,루꼴라&햄 페스토 샌드위치,2019,커피빈,평균,빵류,샌드위치류,180,g,180,-,365,-,16,17,37,7,-,-,-,-,-,-,-,-,-,-,-,-,660,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4410,D014246-ZZ-AVG,D014246,음식,외식,크랜베리 아몬드 치킨 샌드위치,2019,커피빈,평균,빵류,샌드위치류,180,g,180,-,365,-,18,17,35,5,-,-,-,-,-,-,-,-,-,-,-,-,760,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4411,D014247-ZZ-AVG,D014247,음식,외식,B.E.L.T 샌드위치,2019,커피빈,평균,빵류,샌드위치류,230,g,230,-,440,-,17,20,48,5,-,-,-,-,-,-,-,-,-,-,-,-,1010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4412,D014248-ZZ-AVG,D014248,음식,외식,모짜렐라 치킨 머쉬룸 샌드위치,2019,커피빈,평균,빵류,샌드위치류,180,g,180,-,409,-,20,17,44,6,-,-,-,-,-,-,-,-,-,-,-,-,760,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4413,D014249-ZZ-AVG,D014249,음식,외식,매콤 치킨 치즈 샌드위치,2019,커피빈,평균,빵류,샌드위치류,240,g,240,-,470,-,25,19,50,16,-,-,-,-,-,-,-,-,-,-,-,-,1310,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4414,D014250-ZZ-AVG,D014250,음식,외식,에그 잼 사라다 샌드위치,2019,커피빈,평균,빵류,샌드위치류,170,g,170,-,346,-,12,14,43,2,-,-,-,-,-,-,-,-,-,-,-,-,500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4415,D014251-ZZ-AVG,D014251,음식,외식,에그 햄 치즈 베이글,2019,커피빈,평균,빵류,샌드위치류,210,g,210,-,450,-,25,10,65,5,-,-,-,-,-,-,-,-,-,-,-,-,1010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.06,-,-,-,-,0,식약처('19),식품의약품안전처
4416,D014252-ZZ-AVG,D014252,음식,외식,얼그레이 초코 마카롱,2019,커피빈,평균,과자류,기타 과자류,42,g,42,-,193,-,3,9.7,23,19,-,-,-,-,-,-,-,-,-,-,-,-,16.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
4417,D014253-ZZ-AVG,D014253,음식,외식,바닐라 빈 마카롱,2019,커피빈,평균,과자류,기타 과자류,42,g,42,-,195,-,2.8,11,20,18,-,-,-,-,-,-,-,-,-,-,-,-,18.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
