시설명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,평일 운영시간,주말 운영시간,무료주차 가능여부,발렛주차 가능여부,유아의자 대여여부,휠체어 보유여부,애완동물 동반입장 가능여부,채식메뉴 보유여부,할랄음식 여부,글루텐프리 음식여부,최종작성일
썰티스플레이트,음식점/유흥시설,유럽음식,이탈리아,경상남도,창원시 의창구,봉곡동,,37-2 번지,원이대로285번길,5 번,35.242973,128.65111,51176,경상남도 창원시 의창구 원이대로285번길 5,경상남도 창원시 의창구 봉곡동  37-2,정보없음,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-10-10
썸머타이,음식점/유흥시설,동남아시아음식,태국,서울특별시,노원구,상계동,,710 번지,노해로77길,14-3 번,37.654938,127.059354,1689,서울특별시 노원구 노해로77길 14-3,서울특별시 노원구 상계동  710,정보없음,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-10-10
쎄느레스토랑,음식점/유흥시설,유럽음식,이탈리아,서울특별시,강남구,신사동,,666-1 번지,도산대로53길,22 번,37.524529,127.038716,6019,서울특별시 강남구 도산대로53길 22,서울특별시 강남구 신사동  666-1,정보없음,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-10-10
쎄니에,음식점/유흥시설,동남아시아음식,인도,서울특별시,용산구,원효로1가,,51-3 번지,원효로83길,7-6 번,37.539935,126.967611,4316,서울특별시 용산구 원효로83길 7-6,서울특별시 용산구 원효로1가  51-3,정보없음,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-10-10
쎄봉,음식점/유흥시설,동남아시아음식,인도,서울특별시,송파구,잠실동,,19-9 번지,올림픽로,119 번,37.512221,127.084266,5501,서울특별시 송파구 올림픽로 119,서울특별시 송파구 잠실동  19-9,정보없음,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-10-10
쎄임비,음식점/유흥시설,유럽음식,프랑스,부산광역시,동래구,안락동,,631-52 번지,온천천로441번길,17 번,35.192441,129.10147,47900,부산광역시 동래구 온천천로441번길 17,부산광역시 동래구 안락동  631-52,정보없음,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-10-10
쎄테,음식점/유흥시설,유럽음식,이탈리아,서울특별시,송파구,송파동,,85-13 번지,백제고분로42길,4-9 번,37.505606,127.108965,5667,서울특별시 송파구 백제고분로42길 4-9,서울특별시 송파구 송파동  85-13,정보없음,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-10-10
쏘뇨,음식점/유흥시설,유럽음식,이탈리아,충청남도,당진시,석문면,통정리,1746 번지,해명4로1길,1 번,36.97914,126.590102,31703,충청남도 당진시 해명4로1길 1,충청남도 당진시 석문면 통정리 1746,정보없음,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-10-10
쏘딜리셔스,음식점/유흥시설,유럽음식,이탈리아,강원도,원주시,무실동,,643-26 번지,만대로,196-9 번,37.33158,127.923472,26385,강원도 원주시 만대로 196-9,강원도 원주시 무실동  643-26,정보없음,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-10-10
쏘렌토,음식점/유흥시설,유럽음식,이탈리아,경기도,수원시 영통구,영통동,,960-3 번지,봉영로,1569 번,37.252064,127.071023,16703,경기도 수원시 영통구 봉영로 1569,경기도 수원시 영통구 영통동 960-3 NEW WORLD PLAZA,031-205-5955,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-10-10
쏘렌토,음식점/유흥시설,유럽음식,이탈리아,경기도,안양시 동안구,호계동,,1044 번지,평촌대로223번길,36 번,37.391015,126.953656,14072,경기도 안양시 동안구 평촌대로223번길 36,경기도 안양시 동안구 호계동 1044,031-388-0069,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-10-10
쏘렌토 분당서현점,음식점/유흥시설,유럽음식,이탈리아,경기도,성남시 분당구,서현동,,82-1 번지,서현로239번길,1 번,37.385237,127.128486,13572,경기도 성남시 분당구 서현로239번길 1,경기도 성남시 분당구 서현동 82-1,031-707-3919,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-10-10
쏘렌토 신포점,음식점/유흥시설,유럽음식,이탈리아,인천광역시,중구,내동,,155-1 번지,개항로,51 번,37.472473,126.628246,22316,인천광역시 중구 개항로 51,인천광역시 중구 내동 155-1 피에이티,032-763-5125,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-10-10
쏘렌토 안양비산점,음식점/유흥시설,유럽음식,이탈리아,경기도,안양시 동안구,비산동,,405-10 번지,관악대로,157 번,37.399132,126.94167,13926,경기도 안양시 동안구 관악대로 157,경기도 안양시 동안구 비산동 405-10 두성프라자,031-386-1008,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-10-10
쏘렌토 홍대점,음식점/유흥시설,유럽음식,이탈리아,서울특별시,마포구,동교동,,163-10 번지,홍익로6길,14 번,37.55515,126.92286,4050,서울특별시 마포구 홍익로6길 14,서울특별시 마포구 동교동 163-10,02-336-7768,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-10-10
쏘렌토은행점,음식점/유흥시설,유럽음식,이탈리아,대전광역시,중구,은행동,,33-3 번지,대종로480번길,29 번,36.32801,127.428134,34921,대전광역시 중구 대종로480번길 29,대전광역시 중구 은행동 33-3,042-252-7670,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-10-10
쏘렐라에프라텔로,음식점/유흥시설,유럽음식,이탈리아,경기도,용인시 기흥구,보정동,,1179 번지,진산로,222 번,37.32311,127.109206,16896,경기도 용인시 기흥구 진산로 222,경기도 용인시 기흥구 보정동  1179,정보없음,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-10-10
쏘못베트남쌀국수샤브샤브,음식점/유흥시설,동남아시아음식,베트남,경상남도,창원시 마산합포구,진동면,진동리,432-21 번지,신서촌2길,6 번,35.118277,128.486555,51793,경상남도 창원시 마산합포구 신서촌2길 6,경상남도 창원시 마산합포구 진동면 진동리 432-21,정보없음,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-10-10
쏘볼,음식점/유흥시설,동남아시아음식,인도,서울특별시,마포구,상암동,,1474 번지,성암로13길,28 번,37.576803,126.896907,3930,서울특별시 마포구 성암로13길 28,서울특별시 마포구 상암동  1474,정보없음,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-10-10
쏘아베,음식점/유흥시설,유럽음식,이탈리아,서울특별시,송파구,오금동,,3 번지,위례성대로,178 번,37.510234,127.130708,5653,서울특별시 송파구 위례성대로 178,서울특별시 송파구 오금동  3,정보없음,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-10-10
쏘이472,음식점/유흥시설,동남아시아음식,인도,부산광역시,동래구,사직동,,1058 번지,아시아드대로134번길,14 번,35.196198,129.068008,47844,부산광역시 동래구 아시아드대로134번길 14,부산광역시 동래구 사직동  1058,정보없음,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-10-10
쏘이472,음식점/유흥시설,동남아시아음식,인도,부산광역시,부산진구,초읍동,,165-1 번지,월드컵대로472번길,5 번,35.182557,129.049297,47103,부산광역시 부산진구 월드컵대로472번길 5,부산광역시 부산진구 초읍동  165-1,정보없음,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-10-10
쏘이49,음식점/유흥시설,동남아시아음식,인도,대구광역시,중구,공평동,,46-9 번지,동성로2길,49-14 번,35.868388,128.596111,41941,대구광역시 중구 동성로2길 49-14,대구광역시 중구 공평동  46-9,정보없음,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-10-10
쏘이54,음식점/유흥시설,동남아시아음식,인도,서울특별시,서대문구,대현동,,56-33 번지,이화여대3길,12 번,37.558082,126.945118,3766,서울특별시 서대문구 이화여대3길 12,서울특별시 서대문구 대현동  56-33,정보없음,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-10-10
쏘이동커이,음식점/유흥시설,동남아시아음식,베트남,서울특별시,마포구,도화동,,179-1 번지,도화길,35 번,37.541277,126.949687,4168,서울특별시 마포구 도화길 35,서울특별시 마포구 도화동 179-1,02-711-8668,10시45분-21시30분,10시45분-21시30분,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-10-10
쏠레이마레,음식점/유흥시설,유럽음식,이탈리아,세종특별자치시,,나성동,,788 번지,나성북1로,12 번,36.490999,127.257629,30128,세종특별자치시  나성북1로 12,세종특별자치시  나성동  788,정보없음,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-10-10
쏨,음식점/유흥시설,동남아시아음식,인도,서울특별시,강남구,논현동,,158-28 번지,강남대로122길,55 번,37.509282,127.027222,6115,서울특별시 강남구 강남대로122길 55,서울특별시 강남구 논현동  158-28,정보없음,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-10-10
쏨땀타이,음식점/유흥시설,동남아시아음식,인도,경기도,의정부시,의정부동,,442-11 번지,시민로,81 번,37.738675,127.044316,11670,경기도 의정부시 시민로 81,경기도 의정부시 의정부동  442-11,정보없음,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-10-10
쏭크란,음식점/유흥시설,동남아시아음식,인도,서울특별시,마포구,서교동,,342-16 번지,와우산로23길,18-7 번,37.553997,126.924599,4054,서울특별시 마포구 와우산로23길 18-7,서울특별시 마포구 서교동  342-16,정보없음,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-10-10
